,GENDER,OWN_CAR,OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,EDUCATION,CNT_FAM_MEMBERS,AVERGE_STATUS,Civil marriage,Married,Separated,Single / not married,Widow,DAYS_BIRTH_NORMALIZED,DAYS_EMPLOYED_NORMALIZED
9094,-1,-1,1,0,121500.0,1,2.0,1.0,0,1,0,0,0,1.0053032755706264,2.2228550682064934
2892,-1,1,1,1,157500.0,1,3.0,1.0,0,1,0,0,0,-1.0725198944567231,-0.4622952455618502
16444,-1,-1,1,0,216000.0,1,1.0,1.0,0,0,0,0,1,1.113622425703812,2.2228550682064934
23245,1,-1,1,0,135000.0,3,2.0,1.0,0,1,0,0,0,1.0110168131600692,-0.4676390116268572
10363,-1,-1,1,1,126000.0,1,3.0,1.0,0,1,0,0,0,-1.0746624710527641,-0.4603714897784477
5978,1,-1,1,0,171000.0,1,2.0,0.48148148148148145,0,1,0,0,0,0.8005681786155943,-0.4567524702778705
2301,-1,-1,1,2,202500.0,0,4.0,1.0,0,1,0,0,0,-0.5932969291422118,-0.43088864252323666
2336,-1,-1,1,1,112500.0,1,3.0,0.2,0,1,0,0,0,-1.3258200609220188,-0.4487994722307774
8871,1,1,1,2,157500.0,3,4.0,1.0,0,1,0,0,0,-0.42450950618742367,-0.4646317612068257
5206,-1,-1,1,0,81000.0,1,2.0,1.0,0,1,0,0,0,0.932693735371458,-0.4297019579212144
25265,-1,-1,1,0,112500.0,3,2.0,1.0,0,1,0,0,0,-0.9192066358066758,-0.4397334966998
10304,-1,1,1,0,270000.0,3,2.0,1.0,0,1,0,0,0,1.4235818399310816,-0.3774436111613529
23540,-1,-1,-1,0,225000.0,1,1.0,1.0,0,0,0,0,1,1.1145746819687192,-0.42769712430786005
4054,-1,-1,1,2,135000.0,1,3.0,0.10909090909090909,0,0,1,0,0,-0.2621498130207587,-0.451504523466443
20123,1,1,-1,0,157500.0,3,1.0,0.16666666666666666,0,0,1,0,0,-1.3010613980344334,-0.4537304784342114
12878,-1,-1,1,0,157500.0,1,1.0,1.0,0,0,0,0,1,1.8566203763975972,2.2228550682064934
3408,-1,-1,1,0,38250.0,3,2.0,1.0,0,1,0,0,0,1.7625850702380186,2.2228550682064934
23419,1,-1,-1,0,157500.0,3,1.0,1.0,0,0,0,1,0,-1.6048311465398066,-0.46045256760839953
22392,1,1,1,0,135000.0,2,2.0,1.0,0,1,0,0,0,-0.8011268589581921,-0.4300852349355322
16893,-1,-1,1,0,112500.0,3,2.0,0.6363636363636364,0,1,0,0,0,-1.0815663289733408,-0.46320184311494794
32064,-1,-1,1,0,126000.0,1,2.0,1.0,0,1,0,0,0,1.873284861033472,-0.4534209085380317
15196,1,1,1,0,225000.0,1,2.0,1.0,0,1,0,0,0,0.5875008393426248,2.2228550682064934
1207,-1,-1,-1,0,216000.0,1,2.0,1.0,0,1,0,0,0,1.6406962683299064,2.2228550682064934
28641,-1,-1,1,0,202500.0,1,2.0,1.0,0,1,0,0,0,0.34562774805621466,2.2228550682064934
35038,1,1,1,2,90000.0,1,4.0,0.8,0,1,0,0,0,0.1335126650481523,-0.4644180105642254
19007,1,1,-1,0,225000.0,1,2.0,1.0,0,1,0,0,0,-0.9111124575549652,-0.4630028338959753
4212,1,1,-1,0,202500.0,1,2.0,1.0,0,1,0,0,0,-1.7426702408851131,-0.4613812772969387
23949,-1,-1,-1,0,112500.0,1,2.0,0.4,0,1,0,0,0,0.7722385547346072,-0.4483498588101354
31795,-1,-1,1,0,180000.0,1,2.0,0.125,0,1,0,0,0,0.9298369665767366,-0.41235867302333656
32444,-1,1,-1,0,337500.0,3,2.0,1.0,0,1,0,0,0,-0.7497050206532073,-0.43166256726368596
15663,-1,-1,1,0,270000.0,3,2.0,1.0,0,1,0,0,0,-0.5292576953272076,-0.4680149179293612
13253,-1,-1,1,2,360000.0,1,3.0,0.3225806451612903,0,0,0,1,0,-0.5711569709831211,-0.4430060927451284
17214,1,-1,1,0,157500.0,1,2.0,0.0,1,0,0,0,0,-1.5862621493741178,-0.4611748973661522
24549,-1,-1,-1,0,202500.0,3,2.0,1.0,0,1,0,0,0,0.2773033610491284,-0.4373674982075693
18283,1,1,1,2,225000.0,1,4.0,1.0,0,1,0,0,0,-0.18216028676856005,-0.43455188629469665
22586,-1,-1,1,1,135000.0,1,2.0,0.4897959183673469,0,0,0,1,0,0.18850546434653884,-0.40091932828831467
5405,-1,1,1,2,112500.0,1,4.0,1.0,0,1,0,0,0,-0.7016160792753975,-0.4684792727736307
18831,-1,1,1,2,225000.0,1,4.0,1.0,0,1,0,0,0,-0.6701916225334623,-0.42387172487649644
27052,1,1,1,0,450000.0,1,2.0,1.0,0,1,0,0,0,0.557742831064277,-0.46244265979812627
11731,-1,-1,1,0,171000.0,1,1.0,1.0,0,0,0,1,0,0.9298369665767366,-0.40729499400725405
28459,-1,-1,1,1,157500.0,1,3.0,1.0,0,1,0,0,0,0.5177480679381777,-0.45589009699565564
3742,-1,-1,1,1,112500.0,1,3.0,0.7222222222222222,0,1,0,0,0,-1.0720437663242695,-0.4616834764813046
23400,-1,-1,-1,1,171261.0,1,2.0,1.0,0,0,0,1,0,-1.5003210214662497,-0.4656120658780615
21220,-1,-1,1,0,135000.0,1,2.0,0.1016949152542373,0,1,0,0,0,0.1656513139887678,-0.46851612633269973
8284,-1,1,1,0,112500.0,1,2.0,1.0,0,1,0,0,0,0.26325758114174824,-0.44878473080714976
13041,1,1,1,2,247500.0,2,4.0,0.24,0,1,0,0,0,-0.6839993383746156,-0.46215520203738797
14637,1,1,1,3,202500.0,1,5.0,0.4339622641509434,0,1,0,0,0,-0.6368626532617129,-0.44221005586923773
29863,-1,1,-1,0,67500.0,1,2.0,0.975,0,1,0,0,0,-0.872069950693773,-0.45889734741568716
9896,1,1,1,1,202500.0,1,3.0,0.0,0,1,0,0,0,-0.1828744789672404,-0.45375259056965284
5698,1,-1,1,0,225000.0,0,2.0,0.3333333333333333,0,1,0,0,0,-1.2879678743919605,-0.4632681795212722
35269,1,1,-1,1,450000.0,3,3.0,1.0,0,1,0,0,0,-1.4588978739427896,-0.4655457294717372
35524,1,-1,1,0,157500.0,1,2.0,0.7272727272727273,0,1,0,0,0,0.25159244189663593,-0.4114741876056802
21745,1,-1,1,0,202500.0,1,2.0,1.0,0,1,0,0,0,-0.607342709049592,-0.4342054628394479
6771,-1,1,-1,0,144000.0,3,2.0,0.2222222222222222,0,1,0,0,0,0.8155662147878815,-0.43186894719447244
29220,1,1,1,1,180000.0,3,3.0,1.0,0,1,0,0,0,-0.45069655347236964,-0.45597854553742123
23487,-1,-1,-1,0,139500.0,3,1.0,0.3,0,0,0,1,0,-1.6741077898118002,-0.46808125433568537
5725,1,1,1,0,265500.0,3,1.0,1.0,0,0,0,1,0,-1.3884309103396621,-0.46639336133032455
23901,1,1,-1,0,315000.0,1,2.0,0.5384615384615384,0,1,0,0,0,0.5329841681766918,-0.43084441825235387
174,1,-1,1,0,166500.0,1,2.0,1.0,0,1,0,0,0,0.7024857833301602,-0.4229872394588401
1868,-1,-1,-1,0,180000.0,1,1.0,0.75,0,0,0,1,0,-1.3889070384721158,-0.45059055520153146
34653,-1,-1,1,0,112500.0,1,1.0,1.0,0,0,1,0,0,0.8824622173976071,-0.4537378491460252
30595,-1,-1,-1,0,234000.0,1,1.0,1.0,0,0,0,1,0,0.47251589535508925,-0.4572610493930229
35519,1,-1,1,0,157500.0,1,2.0,1.0,0,1,0,0,0,0.25159244189663593,-0.4114741876056802
19871,1,1,1,1,225000.0,1,3.0,1.0,0,1,0,0,0,-0.16168677707305684,-0.4379645258644873
25810,-1,-1,1,0,157500.0,1,2.0,0.6153846153846154,0,1,0,0,0,0.9110299053448209,-0.4358417608621121
33588,1,1,-1,1,337500.0,3,2.0,0.5,0,0,1,0,0,-0.1528784066226659,-0.46780116728676086
26354,1,1,-1,0,225000.0,3,2.0,1.0,0,1,0,0,0,-0.22763052341787535,-0.41993576476792577
20806,1,1,1,0,180000.0,3,1.0,1.0,0,0,0,1,0,-1.8533700316805666,-0.46271537613523694
31295,-1,-1,1,0,184500.0,1,2.0,1.0,1,0,0,0,0,1.0762463673062073,2.2228550682064934
6007,-1,-1,1,3,135000.0,1,5.0,0.9090909090909091,0,1,0,0,0,-0.2123944231793613,-0.4569809623440984
15574,1,-1,1,1,202500.0,1,3.0,0.16,0,1,0,0,0,-0.21191829504690776,-0.4395197460571997
3571,1,-1,1,0,135000.0,3,2.0,1.0,0,1,0,0,0,1.7497296106617723,2.2228550682064934
19774,-1,-1,1,0,135000.0,1,2.0,0.2,0,1,0,0,0,1.350258107533233,2.2228550682064934
19359,1,1,1,0,90000.0,1,1.0,0.3333333333333333,0,0,0,1,0,-1.255829225451345,-0.4605999818446756
22585,-1,-1,1,0,112500.0,1,2.0,1.0,0,1,0,0,0,-0.24334275178884293,-0.45589009699565564
25719,-1,-1,1,0,112500.0,1,2.0,0.5609756097560976,0,1,0,0,0,-1.447708862830131,-0.4508264179795731
13838,-1,-1,-1,0,90000.0,3,2.0,0.2608695652173913,0,1,0,0,0,-0.528781567194754,-0.44793709894856243
16620,-1,1,1,0,157500.0,0,2.0,0.3055555555555556,0,1,0,0,0,1.3721600016260969,2.2228550682064934
18186,-1,-1,1,0,315000.0,1,2.0,0.21428571428571427,0,1,0,0,0,-0.3704689631539443,-0.45138659207742216
12348,-1,-1,-1,0,234000.0,3,1.0,1.0,0,0,0,1,0,-1.2746362866832606,-0.4550129822898131
26957,-1,-1,-1,0,270000.0,1,1.0,1.0,0,0,0,0,1,0.6389226776476096,-0.4662459470940485
33251,-1,1,-1,2,180000.0,3,4.0,0.2222222222222222,0,1,0,0,0,-0.7775585164017408,-0.44571114398079403
14079,-1,-1,1,0,103500.0,1,2.0,0.9090909090909091,0,1,0,0,0,0.5515531653423807,-0.46454331266506005
19039,-1,1,1,3,157500.0,3,5.0,1.0,0,1,0,0,0,-0.745657931527352,-0.4636809393828451
2782,1,1,-1,0,225000.0,3,1.0,0.18181818181818182,0,0,0,1,0,-1.235117651689615,-0.46718939820621525
9902,-1,1,1,0,225000.0,1,2.0,0.2857142857142857,0,1,0,0,0,0.5082255052891065,-0.4539589705004393
11952,1,-1,-1,2,225000.0,3,4.0,0.3157894736842105,1,0,0,0,0,0.18874352841276562,-0.44648506872124333
2294,-1,1,1,1,112500.0,1,3.0,1.0,0,1,0,0,0,-0.1907305931527242,-0.44498144351122754
3657,-1,-1,1,0,81000.0,1,2.0,0.34210526315789475,0,1,0,0,0,1.2874091940493626,2.2228550682064934
7766,-1,-1,-1,4,171000.0,1,6.0,0.6666666666666666,0,1,0,0,0,-0.8804021930117104,-0.45493190445986126
16036,-1,1,-1,1,202500.0,3,3.0,1.0,0,1,0,0,0,-1.5391254642612149,-0.44803291820214186
22467,-1,-1,1,0,225000.0,3,1.0,1.0,0,0,0,1,0,0.7043902958599745,-0.45790230132082377
777,-1,-1,-1,0,198000.0,1,1.0,0.46938775510204084,0,0,0,0,1,1.4347708510437402,2.2228550682064934
28296,-1,1,1,0,450000.0,3,1.0,0.9803921568627451,0,0,0,0,1,1.4540540404081097,2.2228550682064934
23685,-1,-1,-1,2,73350.0,1,4.0,0.5714285714285714,0,1,0,0,0,-0.39379924164416885,-0.41714963570230834
28686,-1,-1,1,1,157500.0,1,3.0,1.0,0,1,0,0,0,-0.4385552860948038,-0.4678822451167127
20035,-1,1,1,0,112500.0,3,2.0,0.25,0,1,0,0,0,-1.1003733902052566,-0.452175258241499
13734,1,-1,-1,0,202500.0,1,2.0,1.0,0,1,0,0,0,-1.3862883337436211,-0.45019253676358606
7698,-1,-1,1,0,112500.0,1,1.0,1.0,0,0,0,0,1,-0.353328350385616,-0.4548360852062818
25049,-1,1,-1,0,270000.0,1,2.0,0.21568627450980393,0,1,0,0,0,0.5484583324814326,-0.4564134175344356
260,-1,-1,-1,0,157500.0,3,1.0,0.3076923076923077,0,0,1,0,0,-0.056700523867046174,-0.4660616792987034
9272,-1,1,-1,0,180000.0,1,1.0,1.0,0,0,1,0,0,-0.14859325343058385,-0.4191986935865455
32191,-1,-1,-1,1,135000.0,1,2.0,0.6470588235294118,0,0,0,1,0,-0.20263379646406326,-0.4639610264317696
18121,-1,-1,1,3,225000.0,1,4.0,1.0,0,0,0,1,0,-0.9772942679660105,-0.43186157648265866
2623,-1,-1,1,0,76500.0,1,1.0,1.0,0,0,0,1,0,1.4828597924215503,2.2228550682064934
19777,-1,-1,1,0,135000.0,1,2.0,0.2,0,1,0,0,0,1.350258107533233,2.2228550682064934
13524,-1,-1,-1,0,180000.0,3,1.0,0.9090909090909091,0,0,0,1,0,1.2417008933338205,2.2228550682064934
14841,-1,-1,1,0,157500.0,3,2.0,1.0,0,1,0,0,0,0.2782556173140355,-0.46150657939777334
21001,-1,-1,1,0,148500.0,2,2.0,0.4583333333333333,0,1,0,0,0,-1.444137901836729,-0.4467798971937954
30560,-1,-1,1,0,270000.0,1,1.0,1.0,0,0,1,0,0,0.5629802405212663,-0.45412112616034295
2367,-1,-1,1,0,225000.0,1,2.0,0.2727272727272727,0,1,0,0,0,-0.8689751178328249,-0.4678675036930851
3168,1,1,1,1,216000.0,3,2.0,0.5208333333333334,0,0,0,0,1,-0.678047736718946,-0.45981868639241247
20684,-1,-1,-1,0,315000.0,3,2.0,1.0,0,1,0,0,0,0.050666370001232315,-0.46696827685180115
29904,-1,1,1,1,112500.0,1,3.0,1.0,0,1,0,0,0,-0.7970797698323369,-0.45889734741568716
23006,1,-1,1,2,180000.0,1,4.0,1.0,0,1,0,0,0,-1.2701130694249518,-0.4582339833524449
4022,-1,-1,1,0,225000.0,3,2.0,1.0,0,1,0,0,0,-1.4581836817441092,-0.46743263169607074
22062,-1,-1,1,2,67500.0,1,4.0,0.46153846153846156,0,1,0,0,0,-0.0821733789533118,-0.46396839714358346
13286,-1,-1,1,0,112500.0,1,2.0,0.6666666666666666,0,1,0,0,0,-1.374385130432282,-0.46723362247709804
17568,-1,-1,-1,0,135000.0,1,2.0,0.5454545454545454,0,1,0,0,0,0.39014572844062284,-0.4381487936598324
19684,1,1,1,1,180000.0,2,3.0,1.0,1,0,0,0,0,-0.10193269645013467,-0.4202674467995469
15580,1,1,1,0,225000.0,1,2.0,0.4642857142857143,0,1,0,0,0,1.2195609351747299,-0.4283088933884057
4027,-1,-1,1,0,99000.0,1,2.0,0.058823529411764705,0,1,0,0,0,1.5907028144222823,2.2228550682064934
18030,-1,1,1,0,216000.0,1,2.0,0.2,0,1,0,0,0,1.24765249498949,-0.4424090650882104
13200,1,1,1,0,405000.0,3,2.0,0.2857142857142857,0,1,0,0,0,-1.2386886126830166,-0.4652214181519299
2625,-1,-1,1,0,76500.0,1,1.0,0.4166666666666667,0,0,0,1,0,1.4828597924215503,2.2228550682064934
17037,1,1,1,0,180000.0,1,2.0,0.034482758620689655,0,1,0,0,0,0.06399795770993208,-0.4087617656582008
24163,-1,1,1,0,270000.0,1,2.0,1.0,0,1,0,0,0,1.9566072842128455,2.2228550682064934
28053,1,-1,1,1,202500.0,3,3.0,0.2,0,1,0,0,0,-1.242497637742645,-0.4518878004807607
20695,-1,-1,-1,0,315000.0,3,2.0,1.0,0,1,0,0,0,0.050666370001232315,-0.46696827685180115
12543,-1,-1,1,2,180000.0,1,4.0,0.4,0,1,0,0,0,-1.3143929857431331,-0.4655236173362958
33401,-1,-1,-1,0,157500.0,1,2.0,0.6382978723404256,0,1,0,0,0,0.5406022182959488,-0.45143081634830495
29029,1,1,-1,0,157500.0,1,2.0,1.0,0,1,0,0,0,-1.0213361202179652,-0.46562680730168904
32066,-1,-1,1,0,90000.0,1,1.0,0.1935483870967742,0,0,1,0,0,-0.2100137825170935,-0.45566160492942775
17067,-1,-1,1,0,157500.0,1,1.0,0.19148936170212766,0,0,0,1,0,0.5434589870906702,-0.4646170197831981
15133,1,-1,1,0,112500.0,1,1.0,0.26666666666666666,0,0,0,1,0,-1.2810640164713838,-0.45364940060425957
18008,-1,-1,1,1,225000.0,1,3.0,1.0,0,1,0,0,0,-0.1712093397221281,-0.40538597964747913
632,-1,1,-1,0,315000.0,3,2.0,0.16279069767441862,0,1,0,0,0,-0.5999627229965617,-0.44899111073793624
1709,-1,-1,-1,0,135000.0,1,1.0,0.2222222222222222,0,0,0,1,0,0.19969447545919758,-0.4204959388657748
30582,1,1,1,0,270000.0,1,2.0,0.16,0,1,0,0,0,0.5748834438326054,-0.45120232428207707
35394,-1,1,1,0,292500.0,3,1.0,0.27906976744186046,0,0,0,1,0,0.22730990714150423,-0.4029462740371104
15325,-1,-1,1,0,139500.0,1,2.0,0.1875,0,1,0,0,0,1.0805315204982893,-0.4271811744808939
28881,-1,-1,-1,1,90000.0,1,3.0,0.6,0,1,0,0,0,-1.212263501331844,-0.4555510442522207
10930,-1,1,1,0,90000.0,1,2.0,0.6666666666666666,0,1,0,0,0,0.787712719039348,-0.45005249323912383
14162,-1,1,1,0,360000.0,1,1.0,0.7272727272727273,0,0,1,0,0,-1.2803498242727034,-0.46501503822114343
1662,-1,-1,1,0,45000.0,1,2.0,0.17857142857142858,0,1,0,0,0,1.1219546680217494,2.2228550682064934
4425,1,-1,-1,0,180000.0,1,2.0,1.0,1,0,0,0,0,0.3358671213409166,-0.44342622331851517
14864,-1,-1,1,1,112500.0,3,3.0,0.13043478260869565,0,1,0,0,0,1.260746018631963,-0.36256951472109894
11205,1,1,-1,0,202500.0,3,2.0,0.23076923076923078,0,1,0,0,0,1.004589083371946,2.2228550682064934
25219,1,1,1,1,225000.0,1,3.0,1.0,0,1,0,0,0,-0.39165666504812785,-0.45059792591334524
27466,-1,1,-1,0,76500.0,1,2.0,0.1935483870967742,0,1,0,0,0,1.103861798988514,2.2228550682064934
29675,-1,1,-1,0,144000.0,1,2.0,0.3541666666666667,0,1,0,0,0,-0.11455009196015409,-0.44498144351122754
20271,-1,1,-1,0,202500.0,1,2.0,0.8571428571428571,1,0,0,0,0,-0.41593919980325955,-0.4299599328346975
30249,1,1,-1,0,292500.0,3,2.0,0.15625,0,1,0,0,0,0.5094158256202403,-0.46399050927902485
15265,1,1,-1,0,135000.0,1,1.0,1.0,0,0,0,1,0,-0.9227775968000775,-0.4576959213900373
8046,-1,1,1,0,175500.0,1,2.0,0.4117647058823529,0,1,0,0,0,0.49465585351417996,-0.44609442099511176
2024,-1,-1,1,0,247500.0,3,2.0,0.5454545454545454,0,1,0,0,0,1.458101129533965,-0.4649855553738882
9959,-1,-1,1,0,157500.0,1,1.0,0.0,0,0,0,1,0,-0.5980582104667475,-0.4635924908410795
26000,1,-1,-1,0,121500.0,2,1.0,1.0,0,0,0,1,0,-1.673155533546893,-0.45737161007023
13672,-1,-1,-1,0,135000.0,1,2.0,1.0,0,1,0,0,0,-1.0915650197548656,-0.4654499102181578
13905,-1,-1,1,0,103500.0,1,2.0,0.8571428571428571,0,1,0,0,0,-0.045273448688160654,-0.4596049357498122
24283,-1,-1,-1,2,76500.0,1,4.0,1.0,0,1,0,0,0,-0.16930482719231385,-0.44521730628926925
5163,-1,-1,1,0,130500.0,1,2.0,1.0,0,1,0,0,0,-0.5844885586918209,-0.42879536036811666
33115,1,-1,1,0,315000.0,1,2.0,1.0,0,1,0,0,0,-0.7218515249046739,-0.4395492289044549
11043,-1,-1,1,0,180000.0,1,2.0,1.0,0,1,0,0,0,0.127322999326256,-0.4486962822653841
23544,-1,-1,-1,0,202500.0,3,2.0,0.10416666666666667,1,0,0,0,0,-0.15859194421210868,-0.43107291031858175
34392,1,1,-1,0,135000.0,1,2.0,0.38095238095238093,0,1,0,0,0,-1.622924015573042,-0.46382835361912117
22685,1,1,1,0,225000.0,1,2.0,0.6818181818181818,0,1,0,0,0,-0.3521380300544821,-0.4632902916567136
914,-1,1,1,1,135000.0,1,3.0,1.0,0,1,0,0,0,0.15184359814761447,-0.4454015740846143
19372,-1,-1,1,0,180000.0,1,1.0,1.0,0,0,0,1,0,0.6993909504692121,-0.4632976623685274
18470,-1,-1,1,1,185400.0,3,3.0,1.0,0,1,0,0,0,-0.2757194647956852,-0.4662017228231657
31098,-1,1,-1,0,112500.0,1,2.0,0.3142857142857143,0,1,0,0,0,-1.365814824048118,-0.4437947589092053
3523,-1,-1,-1,1,135000.0,1,3.0,0.5714285714285714,0,1,0,0,0,-0.36594574589563544,-0.46751370952602256
34175,1,1,1,0,247500.0,1,2.0,1.0,1,0,0,0,0,-0.9672955771844857,-0.4563544518399252
33266,1,1,1,1,112500.0,1,3.0,1.0,0,1,0,0,0,0.05447539506086082,-0.46242791837449865
5843,-1,-1,1,0,157500.0,1,2.0,1.0,0,1,0,0,0,0.3789567173279641,-0.44037474862760084
7344,1,1,1,0,94500.0,1,1.0,0.5,0,0,0,1,0,-0.4373649657636699,-0.46134442373786966
22187,1,-1,-1,0,90000.0,3,1.0,1.0,0,0,0,1,0,-1.5886427900363855,-0.4565534610588979
2512,-1,-1,-1,1,103500.0,1,3.0,0.5625,0,1,0,0,0,-1.0130038779000277,-0.46046730903202715
16651,1,1,1,0,270000.0,1,1.0,1.0,0,0,0,1,0,-0.5166402998171882,-0.4577696285081753
24102,-1,-1,-1,0,135000.0,1,2.0,0.7058823529411765,0,1,0,0,0,1.5149984413621658,-0.44722213990262355
10910,1,-1,1,1,117000.0,1,3.0,0.8333333333333334,1,0,0,0,0,-0.15240227849021237,-0.45768117996640967
11736,-1,-1,1,0,171000.0,1,1.0,1.0,0,0,0,1,0,0.9298369665767366,-0.40729499400725405
1327,1,1,1,0,675000.0,3,2.0,0.375,0,1,0,0,0,-0.9672955771844857,-0.4530302608119001
9505,1,1,-1,0,99000.0,1,2.0,1.0,0,1,0,0,0,1.2048009630686694,-0.46001769561138517
2978,-1,-1,1,0,247500.0,3,1.0,1.0,0,0,0,1,0,-0.9501549644161574,-0.4541874625666672
6500,1,1,1,0,67500.0,1,2.0,0.3125,0,1,0,0,0,0.08613791586902277,-0.4491458956860261
29818,1,-1,1,0,135000.0,3,1.0,0.8297872340425532,0,0,1,0,0,0.6270194743362705,-0.44901322287337764
23812,-1,-1,-1,0,117000.0,1,2.0,1.0,0,1,0,0,0,0.26468596553910895,-0.4153659234433681
22879,-1,-1,-1,1,85500.0,1,3.0,1.0,0,1,0,0,0,-0.22882084374900924,-0.4186385194886965
35061,-1,-1,1,0,108000.0,1,1.0,0.42857142857142855,0,0,1,0,0,0.10494497710093852,-0.4561112183500697
32351,1,1,-1,0,139500.0,1,2.0,1.0,0,1,0,0,0,0.5613137920576787,-0.40922612050247037
34055,1,-1,1,0,114750.0,1,1.0,0.5,0,0,1,0,0,1.2600318264332826,2.2228550682064934
1195,-1,1,1,1,112500.0,1,3.0,1.0,0,1,0,0,0,-0.206204757457465,-0.45482871449446804
27695,-1,-1,1,0,85500.0,1,2.0,0.16666666666666666,0,1,0,0,0,1.1500462278365096,2.2228550682064934
10170,1,-1,1,2,675000.0,1,4.0,1.0,0,1,0,0,0,-0.43141336410800035,-0.41849110525242045
25411,-1,-1,1,2,225000.0,3,4.0,1.0,0,1,0,0,0,-1.0108613013039867,-0.4607473960809516
7116,-1,-1,1,1,90000.0,1,3.0,1.0,1,0,0,0,0,0.48465716273265513,-0.4659732307569378
2916,1,1,1,0,405000.0,1,2.0,1.0,0,1,0,0,0,0.31753618824145446,-0.44344833545395657
6268,-1,-1,-1,0,225000.0,1,2.0,0.4230769230769231,0,1,0,0,0,1.3916812550566928,2.2228550682064934
23413,-1,-1,-1,1,180000.0,1,3.0,0.25,1,0,0,0,0,-1.2015506183516387,-0.45776225779636154
987,1,1,1,0,112500.0,1,1.0,0.21428571428571427,0,0,0,1,0,0.2380227901217094,-0.4507895644205041
18247,1,1,1,0,126000.0,1,2.0,0.6,0,1,0,0,0,0.98506782994135,-0.45631759828085616
29551,-1,-1,-1,0,76500.0,1,1.0,0.16,0,0,0,0,1,1.8830454877487701,2.2228550682064934
17169,-1,-1,1,0,675000.0,1,2.0,0.2857142857142857,0,1,0,0,0,0.4734681516199964,-0.42064335310205087
11251,-1,-1,-1,1,180000.0,3,3.0,1.0,0,1,0,0,0,-0.45379138633331784,-0.45081904726775934
6765,-1,-1,-1,0,202500.0,1,2.0,1.0,0,1,0,0,0,1.123621116485337,-0.461705588616746
18299,-1,1,1,0,270000.0,3,2.0,1.0,0,1,0,0,0,1.472146909441345,-0.42602397272612685
9472,1,-1,1,1,157500.0,1,3.0,1.0,0,1,0,0,0,-0.8070784606138617,-0.4665407755666006
26204,-1,1,-1,2,81000.0,3,4.0,0.36363636363636365,0,1,0,0,0,-0.8611190036473411,-0.4470083892600233
10811,-1,-1,1,0,103500.0,1,2.0,0.15789473684210525,1,0,0,0,0,-1.1936945041661549,-0.4657594801143375
10264,-1,-1,1,1,76500.0,1,3.0,1.0,0,1,0,0,0,-0.016705760740946866,-0.40436145070536056
19919,-1,1,1,1,157500.0,3,3.0,1.0,0,1,0,0,0,0.16779389058480884,-0.4509885736394768
15874,-1,-1,1,1,157500.0,3,2.0,1.0,0,0,0,1,0,0.031145116570636226,-0.4651993060164885
24149,-1,1,1,1,180000.0,1,3.0,1.0,0,1,0,0,0,-1.4272353531346276,-0.46830237569009947
10427,-1,-1,1,0,90000.0,1,1.0,1.0,0,0,1,0,0,1.1426662417834794,2.2228550682064934
19625,-1,1,-1,0,202500.0,1,2.0,1.0,0,1,0,0,0,0.8624648358345575,-0.3812395277454613
16608,-1,1,-1,1,360000.0,3,2.0,1.0,0,0,0,0,1,0.12018107733945253,-0.4395934531753377
24116,-1,-1,-1,0,81000.0,1,2.0,1.0,0,1,0,0,0,0.992685880060607,2.2228550682064934
10145,-1,1,1,2,144000.0,1,4.0,1.0,0,1,0,0,0,-1.022526440549099,-0.44069905994740816
8496,-1,-1,1,1,112500.0,1,3.0,1.0,0,1,0,0,0,-0.24120017519280187,-0.44453183009058556
2854,-1,-1,1,0,225000.0,3,1.0,1.0,0,0,0,0,1,1.3376407120232134,-0.3830600935634706
22847,-1,1,1,0,112500.0,1,2.0,0.3939393939393939,0,1,0,0,0,0.9393595292258079,2.2228550682064934
3258,1,1,1,1,315000.0,1,2.0,1.0,0,0,1,0,0,0.08066244234580679,-0.4627448589824922
35592,-1,-1,1,1,90000.0,1,3.0,0.06818181818181818,0,1,0,0,0,-1.0227645046153258,-0.45387052195867367
3872,1,-1,1,2,99000.0,1,4.0,0.2727272727272727,0,1,0,0,0,-0.4164153279357131,-0.4616834764813046
6280,-1,-1,1,0,180000.0,1,2.0,0.8,0,1,0,0,0,1.4616720905273666,2.2228550682064934
24946,-1,-1,1,0,171000.0,1,1.0,0.17307692307692307,0,0,0,1,0,1.74473026527101,-0.4456448075744698
30300,-1,-1,-1,1,112500.0,3,3.0,1.0,0,1,0,0,0,-1.2194054233186473,-0.46713043251170483
5007,1,-1,1,2,225000.0,3,4.0,1.0,0,1,0,0,0,-0.7785107726666479,-0.46273011755886456
1585,1,-1,-1,0,337500.0,3,2.0,0.5217391304347826,0,1,0,0,0,0.24492664804228606,-0.43553219096593243
11423,-1,1,1,1,90000.0,1,3.0,0.14893617021276595,0,1,0,0,0,-0.5561589348108339,-0.46786013298127127
22888,1,-1,1,0,157500.0,4,2.0,0.14583333333333334,0,1,0,0,0,1.3040736786852372,-0.4555805270994759
396,-1,-1,-1,0,130500.0,1,2.0,0.125,1,0,0,0,0,-0.19882477140443477,-0.4337484787069921
26980,-1,-1,1,0,99000.0,1,2.0,1.0,0,1,0,0,0,1.8116262678807356,2.2228550682064934
19088,1,-1,1,0,135000.0,3,2.0,0.20833333333333334,0,1,0,0,0,0.3313439040826078,-0.43573857089671886
26555,1,-1,1,0,202500.0,3,2.0,0.2033898305084746,0,1,0,0,0,0.8703209500200413,2.2228550682064934
