GENDER,OWN_CAR,OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,EDUCATION,CNT_FAM_MEMBERS,AVERGE_STATUS,Civil marriage,Married,Separated,Single / not married,Widow,DAYS_BIRTH_NORMALIZED,DAYS_EMPLOYED_NORMALIZED
-1,-1,-1,0,90000.0,3,2.0,0.2619047619047619,1,0,0,0,0,-1.2889201306568676,-0.4526101302385134
1,1,-1,0,99000.0,3,2.0,1.0,0,1,0,0,0,1.9554169638817116,2.2228550682064934
-1,-1,1,2,225000.0,3,4.0,0.21052631578947367,0,1,0,0,0,-1.4155702138895154,-0.44930805134592977
-1,-1,1,1,247500.0,3,3.0,1.0,0,1,0,0,0,-0.3818960383328298,-0.45947963364897754
-1,-1,1,2,180000.0,1,4.0,0.4666666666666667,0,1,0,0,0,-0.5209254530092702,-0.4465292929921261
1,1,1,0,225000.0,3,2.0,1.0,0,1,0,0,0,0.27135175939345885,-0.4537009955869562
-1,-1,1,0,202500.0,1,2.0,0.625,0,1,0,0,0,1.2405105730026866,2.2228550682064934
1,1,1,0,202500.0,1,2.0,1.0,0,1,0,0,0,0.21921572888979365,-0.46663659482018005
-1,-1,-1,0,247500.0,1,2.0,1.0,1,0,0,0,0,0.3430090433277201,-0.4641821477861837
-1,1,1,1,180000.0,1,3.0,1.0,0,1,0,0,0,-0.49211970099582963,-0.4507305987259937
-1,-1,1,0,180000.0,1,2.0,1.0,0,1,0,0,0,1.8556681201326901,2.2228550682064934
-1,1,1,0,202500.0,1,2.0,1.0,0,1,0,0,0,-0.7708927225473908,-0.429045964569786
-1,-1,-1,0,121500.0,1,2.0,1.0,1,0,0,0,0,-0.5333047844530628,-0.46424111348069413
-1,1,1,0,157500.0,1,2.0,1.0,0,1,0,0,0,1.5971305442104053,2.2228550682064934
-1,1,1,0,139500.0,1,2.0,1.0,0,1,0,0,0,1.1983732332805463,2.2228550682064934
1,1,-1,1,202500.0,1,3.0,0.23529411764705882,0,1,0,0,0,-0.0002793401712989395,-0.4333725724044882
1,1,-1,0,166500.0,2,1.0,0.1282051282051282,0,0,0,1,0,-1.28725368219328,-0.4543127646675018
-1,1,1,2,112500.0,3,4.0,1.0,0,1,0,0,0,-0.4385552860948038,-0.4493817584640678
-1,1,1,1,135000.0,3,3.0,1.0,0,1,0,0,0,-1.419141174882917,-0.45221211180056803
1,1,-1,0,310500.0,3,1.0,1.0,0,0,0,1,0,-1.4391385564459667,-0.46427796703976315
-1,-1,1,2,99000.0,3,4.0,1.0,0,1,0,0,0,-0.7673217615539891,-0.4660543085868896
1,1,1,0,135000.0,1,2.0,0.30303030303030304,0,1,0,0,0,0.07042568749805518,-0.44631554234952586
-1,-1,1,0,90000.0,3,2.0,1.0,0,1,0,0,0,0.7058186802573352,-0.45625126187453197
-1,-1,-1,0,198000.0,1,2.0,0.3333333333333333,1,0,0,0,0,0.6755845438465339,-0.39739612804131696
-1,-1,-1,0,76500.0,1,2.0,1.0,0,1,0,0,0,1.0991005176639783,2.2228550682064934
-1,-1,-1,2,73350.0,1,4.0,0.5,0,1,0,0,0,-0.39379924164416885,-0.41714963570230834
-1,1,1,0,135000.0,1,2.0,1.0,1,0,0,0,0,0.5034642239645708,-0.4014795023861637
-1,1,1,0,180000.0,3,2.0,1.0,0,1,0,0,0,-1.3717664257037876,-0.45666402173610493
-1,-1,1,2,157500.0,3,4.0,0.21951219512195122,0,1,0,0,0,-0.5259247984000326,-0.4687077648398586
-1,-1,-1,0,135000.0,1,2.0,0.3157894736842105,0,1,0,0,0,-0.42236692959138267,-0.4534798742325421
-1,-1,-1,1,135000.0,1,2.0,0.1320754716981132,0,0,1,0,0,0.041619935484614616,-0.43130140238480963
-1,-1,1,0,225000.0,1,2.0,1.0,0,1,0,0,0,1.5588022295478936,2.2228550682064934
-1,-1,1,0,130500.0,1,2.0,1.0,0,1,0,0,0,-0.5844885586918209,-0.42879536036811666
-1,-1,1,1,157500.0,1,3.0,0.4375,1,0,0,0,0,-0.317380676385372,-0.46670293122650425
-1,1,1,0,270000.0,3,2.0,1.0,0,1,0,0,0,0.10613529743207242,-0.4085848685746695
-1,1,1,0,135000.0,1,1.0,0.6363636363636364,0,0,1,0,0,0.056141843524448294,-0.45888260599205954
-1,-1,-1,0,90000.0,1,1.0,1.0,0,0,0,0,1,1.360018734248531,2.2228550682064934
-1,-1,1,0,135000.0,1,2.0,0.6,0,1,0,0,0,-0.0124206075488648,-0.46216257274920175
1,1,1,0,144000.0,1,2.0,0.8275862068965517,0,1,0,0,0,-1.3351045595048632,-0.45163719627909144
1,1,1,0,270000.0,1,2.0,0.5,0,1,0,0,0,1.4900017144083537,-0.45814553481067927
1,1,1,2,180000.0,1,4.0,0.14285714285714285,0,1,0,0,0,-0.40546438088928116,-0.46485288256123974
-1,-1,1,0,787500.0,3,2.0,1.0,0,1,0,0,0,0.2923013972214156,-0.45869833819671446
-1,1,1,0,180000.0,3,1.0,1.0,0,0,1,0,0,0.3080136255923832,-0.40682326845117067
-1,1,-1,0,360000.0,1,2.0,0.14814814814814814,0,1,0,0,0,0.6194014242170135,-0.46844978992637554
-1,-1,1,0,175500.0,1,2.0,1.0,0,1,0,0,0,1.7775831064103058,2.2228550682064934
1,1,-1,0,157500.0,1,2.0,1.0,0,1,0,0,0,1.6806910314560057,2.2228550682064934
1,1,1,2,126000.0,1,4.0,0.21621621621621623,0,1,0,0,0,0.11732430854473115,-0.4448929949694619
1,1,1,0,315000.0,1,2.0,1.0,1,0,0,0,0,-1.3153452420080403,-0.45393685836499786
-1,-1,1,0,67500.0,1,2.0,1.0,0,1,0,0,0,1.3704935531625093,2.2228550682064934
1,-1,-1,0,270000.0,1,2.0,1.0,0,1,0,0,0,-0.988721343144896,-0.4379497844408597
-1,-1,1,1,135000.0,1,3.0,1.0,0,1,0,0,0,-1.042047693979695,-0.4520720682761058
1,1,1,0,585000.0,1,2.0,0.24390243902439024,0,1,0,0,0,0.16136616079668575,-0.45711363515674686
1,1,1,0,180000.0,3,2.0,1.0,0,1,0,0,0,1.3754928985532717,-0.4357827951676017
-1,-1,1,0,112500.0,1,2.0,1.0,0,1,0,0,0,1.5333293744616279,2.2228550682064934
1,1,1,0,180000.0,1,1.0,1.0,0,0,0,1,0,1.0255387211999027,-0.44383898318008813
1,1,1,1,247500.0,1,3.0,0.6181818181818182,0,1,0,0,0,-0.9482504518863432,-0.44286604922066614
-1,-1,-1,0,157500.0,1,2.0,0.14705882352941177,0,1,0,0,0,0.8279455462316742,-0.4421216073274721
1,1,-1,0,225000.0,1,2.0,0.5833333333333334,0,1,0,0,0,0.02543157898119347,-0.4389006062648403
-1,-1,-1,0,292500.0,1,2.0,1.0,0,1,0,0,0,-0.4149869435383524,-0.45889734741568716
-1,1,1,0,157500.0,1,2.0,1.0,0,1,0,0,0,-0.39165666504812785,-0.45497612873074406
1,1,1,0,184500.0,1,2.0,0.6,0,1,0,0,0,-0.875402847620948,-0.4604009726257029
1,1,1,0,360000.0,1,2.0,1.0,0,1,0,0,0,0.3051568567976618,-0.4453942033728005
1,1,1,0,225000.0,1,2.0,1.0,0,1,0,0,0,0.992685880060607,-0.4615581743804699
1,-1,1,1,225000.0,3,2.0,0.09523809523809523,0,0,0,1,0,-0.7182805639112722,-0.45837402687690715
-1,-1,-1,1,112500.0,1,2.0,1.0,0,0,0,1,0,-0.6044859402548706,-0.45117284143482184
-1,-1,-1,0,216000.0,1,2.0,0.3333333333333333,0,1,0,0,0,1.6406962683299064,2.2228550682064934
1,-1,1,0,225000.0,1,2.0,1.0,0,1,0,0,0,1.0291096821933046,-0.44505515062936557
-1,-1,1,2,180000.0,1,4.0,1.0,0,1,0,0,0,-0.5792511492348317,-0.4661206449932138
1,1,-1,1,225000.0,1,3.0,1.0,0,1,0,0,0,-0.17430417258307626,-0.4157344590340582
1,1,1,0,382500.0,3,2.0,1.0,1,0,0,0,0,-1.2765407992130748,-0.46404947497353527
-1,-1,1,0,157500.0,3,1.0,1.0,0,0,0,1,0,-1.062759267741425,-0.46542042737090256
1,-1,1,0,148500.0,1,2.0,1.0,0,1,0,0,0,-0.9551543098069198,-0.44532049625466247
-1,1,1,0,180000.0,1,2.0,0.15,0,1,0,0,0,0.17279323597557125,-0.4511359878757528
1,-1,-1,0,270000.0,3,2.0,1.0,0,1,0,0,0,-1.2477350471996342,-0.4507379694378075
1,1,-1,0,157500.0,1,2.0,1.0,0,1,0,0,0,-0.24977048157696602,-0.4453499791019177
-1,-1,1,0,157500.0,1,1.0,1.0,0,0,1,0,0,0.8274694180992206,-0.467196768918029
1,1,-1,0,135000.0,1,2.0,1.0,0,1,0,0,0,-1.2848730415310123,-0.4590447616519632
-1,-1,1,2,157500.0,3,4.0,0.5263157894736842,0,1,0,0,0,-0.9142072904159134,-0.46028304123668207
-1,-1,1,1,112500.0,1,2.0,0.1111111111111111,0,0,0,1,0,-1.1920280557025675,-0.4573052736639057
1,1,-1,0,540000.0,3,2.0,1.0,0,1,0,0,0,0.36395868115567687,-0.4242697433144418
1,1,1,0,157500.0,1,1.0,1.0,0,0,0,1,0,-1.455326912949388,-0.45350935707979734
-1,-1,-1,0,108000.0,1,2.0,1.0,0,1,0,0,0,-0.04098829549607859,-0.40269566983544114
-1,-1,-1,0,180000.0,3,2.0,1.0,0,1,0,0,0,0.7291489587475598,2.2228550682064934
1,-1,1,1,180000.0,3,3.0,0.631578947368421,0,1,0,0,0,-0.07265081630424054,-0.45705466946223644
1,1,-1,0,202500.0,1,2.0,1.0,0,1,0,0,0,-1.3770038351607767,-0.45289758799925167
-1,-1,-1,0,126000.0,1,2.0,0.4,0,1,0,0,0,-0.07669790543009582,-0.45277228589841706
1,1,1,1,225000.0,1,3.0,1.0,0,1,0,0,0,-1.1144191701126367,-0.46130757017880064
-1,-1,1,1,337500.0,3,2.0,0.5454545454545454,0,0,1,0,0,-1.3203445873988027,-0.4567524702778705
1,1,1,0,180000.0,1,2.0,1.0,0,1,0,0,0,-1.131559782880965,-0.4590300202283356
1,1,1,1,315000.0,3,2.0,0.19230769230769232,0,0,1,0,0,0.04542896054424312,-0.45059055520153146
-1,-1,1,0,157500.0,1,2.0,1.0,0,1,0,0,0,1.7706792484897291,2.2228550682064934
-1,-1,1,0,112500.0,1,2.0,1.0,1,0,0,0,0,0.5972614660579227,-0.4247783224295942
1,-1,1,0,126000.0,1,2.0,0.25,0,1,0,0,0,0.12279978206794713,2.2228550682064934
-1,-1,-1,0,103500.0,1,1.0,0.7142857142857143,0,0,0,1,0,1.7768689142116254,2.2228550682064934
-1,1,-1,0,315000.0,3,2.0,0.14285714285714285,0,1,0,0,0,-0.6930457728912333,-0.4523963795959131
-1,1,1,1,225000.0,3,2.0,1.0,0,0,1,0,0,-0.07241275223801376,-0.46753582166146396
-1,1,1,1,315000.0,3,2.0,1.0,0,0,0,0,1,0.5375073854350007,-0.46611327428140004
-1,1,1,0,112500.0,1,2.0,0.5384615384615384,0,1,0,0,0,1.1426662417834794,2.2228550682064934
-1,1,1,0,202500.0,1,2.0,1.0,0,1,0,0,0,-1.2882059384581872,-0.46263429830528513
-1,-1,1,0,90000.0,1,2.0,0.375,0,1,0,0,0,1.3945380238514142,2.2228550682064934
-1,-1,1,0,135000.0,3,2.0,1.0,0,1,0,0,0,1.0629147795975076,2.2228550682064934
-1,-1,-1,0,72000.0,1,2.0,0.6153846153846154,0,1,0,0,0,-1.6103066200630227,-0.4609095517408553
-1,-1,-1,0,225000.0,2,1.0,0.42857142857142855,0,0,0,1,0,-1.367957400644159,-0.4603346362193787
-1,1,1,0,256500.0,1,2.0,0.22580645161290322,0,1,0,0,0,-0.5128312747575596,-0.46135179444968344
-1,-1,-1,0,225000.0,1,1.0,0.5714285714285714,0,0,0,1,0,0.7134367303765922,-0.44186363241398896
-1,-1,1,0,135000.0,3,2.0,1.0,0,1,0,0,0,-0.6371007173279396,-0.4572463079693953
-1,-1,1,0,94500.0,0,2.0,0.22857142857142856,0,1,0,0,0,1.4028702661693515,2.2228550682064934
-1,-1,-1,0,135000.0,1,2.0,0.5384615384615384,0,1,0,0,0,1.9711291922526792,2.2228550682064934
-1,-1,-1,1,225000.0,2,3.0,0.358974358974359,0,1,0,0,0,-0.037655398568903646,-0.4148573443282157
-1,1,-1,0,90000.0,3,1.0,0.9354838709677419,0,0,0,0,1,1.960416309272474,2.2228550682064934
-1,1,-1,0,144000.0,3,2.0,0.125,0,1,0,0,0,0.20350350051882607,-0.44375790535013626
-1,-1,1,0,166500.0,1,1.0,1.0,0,0,0,1,0,-1.5081771356517333,-0.4647349511722189
1,1,1,2,130500.0,1,4.0,1.0,0,1,0,0,0,-1.0303825547345828,-0.4478339089831692
1,1,1,0,247500.0,1,2.0,1.0,0,1,0,0,0,-0.4411739908232984,-0.4443107087361715
-1,-1,1,0,216000.0,1,1.0,0.42857142857142855,0,0,0,1,0,0.4670404218318733,-0.4467356729229126
1,-1,-1,0,270000.0,1,2.0,1.0,0,1,0,0,0,0.20636026931354745,-0.40004221358247216
-1,1,-1,0,247500.0,1,2.0,1.0,0,1,0,0,0,-0.010278030952823765,-0.4361513307582918
-1,-1,-1,0,121500.0,1,2.0,1.0,1,0,0,0,0,1.3093110881422265,2.2228550682064934
-1,1,1,0,157500.0,1,2.0,1.0,0,1,0,0,0,0.31467941944673306,-0.4543717303620122
1,1,1,0,292500.0,1,2.0,0.06666666666666667,0,1,0,0,0,0.24659309650587355,-0.46260481545802995
-1,-1,1,0,112500.0,1,2.0,1.0,0,1,0,0,0,0.011147735007586576,-0.4025261434637237
1,1,-1,2,270000.0,1,4.0,0.813953488372093,0,1,0,0,0,0.5170338757394974,-0.4611306730952694
-1,1,1,0,234000.0,1,2.0,0.5882352941176471,0,1,0,0,0,0.6712993906544519,-0.45092223723315256
1,1,1,0,202500.0,1,2.0,0.18181818181818182,1,0,0,0,0,-1.2115493091331635,-0.45955334076711557
-1,-1,-1,0,67500.0,1,2.0,0.2222222222222222,0,1,0,0,0,-1.0777573039137123,-0.46138864800875246
1,1,1,1,450000.0,3,3.0,0.45714285714285713,0,1,0,0,0,0.5953569535281086,-0.449897708291034
-1,-1,1,0,101250.0,1,1.0,1.0,0,0,0,0,1,1.4483405028186669,2.2228550682064934
1,-1,-1,1,360000.0,0,3.0,0.23684210526315788,0,1,0,0,0,-0.7999365386270583,-0.4615213208214009
1,1,-1,2,225000.0,1,4.0,1.0,0,1,0,0,0,-0.43784109389612347,-0.4498755961555926
-1,-1,-1,0,74250.0,3,1.0,0.875,0,0,1,0,0,0.7396237776615382,-0.43060118476249837
-1,1,-1,0,315000.0,3,2.0,1.0,0,1,0,0,0,0.837944237013199,-0.4568777723787052
-1,-1,-1,2,337500.0,1,4.0,1.0,0,1,0,0,0,-1.1867906462455782,-0.45322189931905904
-1,-1,1,0,202500.0,1,2.0,0.3125,0,1,0,0,0,1.5099990959714034,-0.4650813746274676
1,1,1,1,180000.0,1,3.0,1.0,0,1,0,0,0,0.19850415512806366,-0.4447234685977444
1,-1,1,0,166500.0,1,2.0,1.0,0,1,0,0,0,0.7024857833301602,-0.4229872394588401
1,-1,1,0,198000.0,3,2.0,1.0,0,1,0,0,0,2.068021267206979,2.2228550682064934
-1,-1,1,0,90000.0,1,1.0,1.0,0,0,1,0,0,-0.40570244495550795,-0.4670198718344978
-1,-1,1,2,115200.0,1,4.0,0.5,0,1,0,0,0,-0.2616736848883051,-0.46396839714358346
1,-1,1,0,202500.0,1,1.0,0.3333333333333333,0,0,0,1,0,-1.0341915797942114,-0.463983138567211
-1,1,1,0,225000.0,3,2.0,0.1875,0,1,0,0,0,0.06852117496824094,-0.46693142329273213
-1,-1,1,0,135000.0,2,2.0,1.0,0,1,0,0,0,-0.6992354386131296,-0.4573273857993472
1,-1,1,1,231750.0,1,3.0,1.0,0,1,0,0,0,-0.4114159825449507,-0.46825078070740284
-1,-1,-1,0,180000.0,1,1.0,1.0,0,0,0,1,0,-1.102992094933751,-0.45163719627909144
1,1,-1,0,157500.0,2,2.0,0.5897435897435898,0,1,0,0,0,-1.6310181938247528,-0.4621699434610156
-1,-1,1,0,270000.0,1,1.0,1.0,0,0,0,1,0,-0.7268508702954363,-0.46244265979812627
1,1,1,0,103500.0,1,2.0,1.0,0,1,0,0,0,0.611307245965303,-0.45927325371819105
-1,-1,1,1,180000.0,1,3.0,0.0,0,1,0,0,0,0.061617317047664266,-0.4244687525334145
1,-1,1,0,292500.0,3,1.0,1.0,0,0,0,1,0,-1.4248547124723598,-0.46024618767761305
-1,-1,1,1,180000.0,1,3.0,1.0,0,1,0,0,0,0.9557859497954558,-0.3919270598754753
1,1,-1,0,427500.0,3,2.0,0.2,0,1,0,0,0,0.17041259531330344,-0.4577106628136649
-1,-1,1,0,126000.0,3,1.0,1.0,0,0,0,1,0,1.3657322718379736,-0.4122481123461295
-1,-1,-1,0,247500.0,3,2.0,0.1111111111111111,0,1,0,0,0,-0.43784109389612347,-0.41470255938012585
1,-1,-1,3,180000.0,1,5.0,0.1935483870967742,0,1,0,0,0,-0.41236823880985785,-0.44319036054047345
-1,-1,1,0,180000.0,1,2.0,1.0,0,1,0,0,0,1.3931096394540536,2.2228550682064934
-1,-1,1,0,382500.0,1,2.0,1.0,0,1,0,0,0,0.3468180683873486,-0.4566419096006635
-1,1,-1,0,144000.0,3,2.0,0.19230769230769232,0,1,0,0,0,0.20350350051882607,-0.44375790535013626
-1,-1,-1,1,99000.0,1,3.0,0.375,0,1,0,0,0,-0.08312563521821892,-0.46613538641684144
1,1,1,0,202500.0,1,2.0,0.6,0,1,0,0,0,1.540947424580885,2.2228550682064934
1,-1,-1,0,225000.0,1,1.0,0.125,0,0,0,1,0,-1.568645408473336,-0.4654720223535992
-1,-1,1,0,225000.0,1,2.0,0.6923076923076923,0,1,0,0,0,0.3394380823343184,-0.39878919257412565
1,-1,1,0,67500.0,1,2.0,0.5,0,1,0,0,0,1.1607591108167148,2.2228550682064934
-1,-1,-1,0,180000.0,1,2.0,1.0,0,1,0,0,0,1.5119036085012176,-0.4601798512712888
-1,-1,1,2,112500.0,1,4.0,1.0,0,1,0,0,0,-0.8123158700708508,-0.46169084719311837
1,1,1,1,225000.0,1,3.0,0.3055555555555556,0,1,0,0,0,-1.0189554795556972,-0.4402863000858352
-1,-1,1,0,94500.0,1,1.0,0.3333333333333333,0,0,0,0,1,1.982318203365338,2.2228550682064934
-1,-1,1,0,360000.0,3,2.0,0.3076923076923077,0,1,0,0,0,1.0426793339682312,2.2228550682064934
-1,-1,-1,1,135000.0,1,3.0,0.3333333333333333,0,1,0,0,0,-0.36047027237241946,-0.45753376573013366
1,1,1,2,180000.0,1,4.0,0.3,0,1,0,0,0,-0.8849254102700193,-0.4290754474170412
-1,1,1,1,202500.0,1,3.0,1.0,1,0,0,0,0,-0.8661183490381035,-0.46587004079154454
-1,-1,1,0,315000.0,1,2.0,0.3548387096774194,0,1,0,0,0,-0.3704689631539443,-0.45138659207742216
-1,-1,-1,0,157500.0,3,2.0,1.0,0,1,0,0,0,-1.044428334641963,-0.4633418866394102
-1,-1,-1,1,202500.0,1,3.0,0.26666666666666666,0,1,0,0,0,-0.7297076390901577,-0.4570030744795398
1,1,-1,0,132372.0,1,2.0,0.0,0,1,0,0,0,-1.8000436808457676,-0.46645969773664875
-1,-1,1,0,135000.0,1,2.0,0.5,0,1,0,0,0,0.4184753523216098,-0.4518362054980641
-1,-1,1,0,202500.0,1,1.0,1.0,0,0,0,0,1,1.012207133491203,-0.4293260516187105
-1,-1,1,0,247500.0,1,2.0,1.0,0,1,0,0,0,0.7700959781385662,-0.44476032215681344
-1,-1,1,1,135000.0,2,3.0,1.0,0,1,0,0,0,-1.353911620736779,-0.4499640446973582
-1,1,-1,0,216000.0,3,2.0,1.0,0,1,0,0,0,-0.9525356050784252,-0.46716728607077385
-1,-1,-1,0,157500.0,3,2.0,1.0,0,1,0,0,0,-1.044428334641963,-0.4633418866394102
-1,1,1,1,202500.0,1,3.0,1.0,1,0,0,0,0,-0.8661183490381035,-0.46587004079154454
-1,-1,1,1,337500.0,3,2.0,1.0,0,0,1,0,0,-1.3203445873988027,-0.4567524702778705
1,1,-1,0,180000.0,1,2.0,1.0,0,1,0,0,0,-1.4677062443931805,-0.4471852863435546
1,1,1,1,180000.0,3,3.0,1.0,0,1,0,0,0,-0.45069655347236964,-0.45597854553742123
-1,-1,1,1,135000.0,2,3.0,1.0,0,1,0,0,0,-1.353911620736779,-0.4499640446973582
1,-1,-1,0,90000.0,1,2.0,1.0,0,1,0,0,0,-0.34023482674314304,-0.46667344837924907
1,-1,-1,0,225000.0,1,2.0,1.0,1,0,0,0,0,1.369779360963829,-0.4379276723054183
-1,1,1,1,333000.0,3,3.0,1.0,0,1,0,0,0,-1.0594263708142502,-0.45733475651116096
-1,1,-1,0,180000.0,1,2.0,0.75,0,1,0,0,0,-0.9144453544821401,-0.4677716844395057
-1,-1,1,0,261000.0,1,1.0,0.24,0,0,1,0,0,0.9005550864308425,-0.45566897564124154
-1,-1,-1,0,112500.0,1,2.0,0.23076923076923078,0,1,0,0,0,-1.0341915797942114,-0.4649413311030054
-1,-1,-1,0,157500.0,3,2.0,1.0,1,0,0,0,0,-0.6532890738313608,-0.46776431372769184
-1,-1,-1,1,112500.0,1,3.0,0.5,0,1,0,0,0,-0.9358711204425505,-0.4485709801645495
-1,-1,1,0,157500.0,1,2.0,0.4444444444444444,0,1,0,0,0,-1.0677586131321875,-0.44627868879045685
-1,-1,-1,0,198000.0,1,1.0,1.0,0,0,0,1,0,0.8974602535698943,2.2228550682064934
1,1,1,1,90000.0,1,3.0,0.2692307692307692,0,1,0,0,0,-0.43141336410800035,-0.4529197001346931
-1,-1,1,0,180000.0,1,2.0,0.23076923076923078,0,1,0,0,0,1.8556681201326901,2.2228550682064934
-1,-1,1,0,450000.0,1,2.0,1.0,0,1,0,0,0,1.7885340534567378,-0.431286660961182
-1,1,1,1,135000.0,3,3.0,1.0,0,1,0,0,0,-0.26476851774925325,-0.4367630998388375
-1,1,1,1,225000.0,3,3.0,1.0,0,1,0,0,0,-0.43498432510140206,-0.45751902430650604
1,-1,1,1,900000.0,1,3.0,0.9166666666666666,0,1,0,0,0,-0.1416893955100072,-0.4360112872338296
-1,-1,1,1,225000.0,1,3.0,0.5,0,1,0,0,0,-1.4141418294921546,-0.4679928057939197
1,1,1,0,180000.0,1,1.0,0.8888888888888888,0,0,0,1,0,1.5357100151238958,2.2228550682064934
1,1,1,1,225000.0,1,3.0,1.0,0,1,0,0,0,0.6782032485750286,-0.4630544288786719
-1,-1,1,0,38250.0,3,2.0,0.05263157894736842,0,1,0,0,0,1.7625850702380186,2.2228550682064934
-1,-1,1,0,112500.0,1,2.0,1.0,0,1,0,0,0,1.20622934746603,2.2228550682064934
-1,1,1,1,315000.0,1,3.0,1.0,0,1,0,0,0,-0.1116933231654327,-0.4242918554498832
-1,-1,1,0,270000.0,1,2.0,0.12244897959183673,0,1,0,0,0,-0.12502491087413248,-0.4635703787056381
-1,1,-1,0,112500.0,3,2.0,0.5833333333333334,0,1,0,0,0,-1.3093936403523707,-0.45603751123193165
1,-1,1,0,112500.0,1,2.0,1.0,0,1,0,0,0,0.6048795161771798,-0.45355358135068014
-1,-1,1,0,135000.0,1,2.0,0.13043478260869565,0,1,0,0,0,0.6408271901774238,-0.4175034298693709
1,-1,-1,0,67500.0,1,2.0,1.0,0,1,0,0,0,-1.0287161062709953,-0.44847516091097006
-1,-1,-1,0,157500.0,3,2.0,0.058823529411764705,0,1,0,0,0,0.2096931662407224,-0.45994398849324714
-1,-1,-1,1,135000.0,1,2.0,0.36,0,0,1,0,0,-0.1916828494176313,-0.410434917239934
1,1,1,0,225000.0,1,2.0,1.0,0,1,0,0,0,0.8274694180992206,-0.46215520203738797
-1,-1,1,0,135000.0,1,2.0,0.2765957446808511,0,1,0,0,0,-0.9689620256480731,-0.4510401686221734
-1,1,1,0,180000.0,3,2.0,0.14705882352941177,0,1,0,0,0,-0.719470884242406,-0.46699038898724254
1,1,1,0,450000.0,3,2.0,0.391304347826087,0,1,0,0,0,0.5682176499782554,-0.4534651328089145
1,1,1,0,184500.0,1,2.0,0.23076923076923078,0,1,0,0,0,0.9286466462456028,-0.4655678416071786
-1,-1,-1,1,69750.0,1,3.0,0.5333333333333333,0,1,0,0,0,-1.3827173727502196,-0.46313550670862375
-1,-1,1,0,157500.0,1,1.0,0.42857142857142855,0,0,1,0,0,-0.9442033627604879,-0.45515302581427536
-1,-1,1,0,112500.0,1,2.0,1.0,0,1,0,0,0,0.7924740003638837,-0.457445317188368
1,-1,-1,1,130500.0,2,3.0,0.5,0,1,0,0,0,-1.1056107996622457,-0.4559195798429108
-1,-1,-1,0,180000.0,2,2.0,1.0,0,1,0,0,0,0.8529422731854862,-0.4552119915087858
-1,1,1,0,121500.0,1,2.0,0.14285714285714285,0,1,0,0,0,0.9553098216630023,-0.4454310569318695
1,1,1,1,189000.0,2,3.0,0.1,0,1,0,0,0,-0.16382935366909787,-0.4508116765559455
-1,-1,1,0,112500.0,1,2.0,0.24390243902439024,0,1,0,0,0,-0.2821471945838083,-0.4570030744795398
-1,-1,-1,0,202500.0,3,2.0,1.0,0,1,0,0,0,-1.1108482091192349,-0.44924908565141936
-1,-1,1,0,117000.0,1,2.0,0.35714285714285715,0,1,0,0,0,1.6183182461045889,2.2228550682064934
-1,1,1,0,247500.0,1,2.0,1.0,1,0,0,0,0,-1.020145799886831,-0.4664670684484626
1,1,-1,0,90000.0,1,2.0,0.5675675675675675,0,1,0,0,0,-0.0976475432580526,-0.4397334966998
-1,-1,1,0,135000.0,1,2.0,0.23076923076923078,0,1,0,0,0,0.49179908471945855,-0.4534946156561697
-1,1,-1,1,225000.0,3,3.0,0.18181818181818182,1,0,0,0,0,-0.5825840461620067,-0.4620225292247395
1,-1,1,0,315000.0,1,2.0,1.0,0,1,0,0,0,-1.2453544065373665,-0.4440379923990608
-1,-1,1,0,202500.0,1,2.0,0.2608695652173913,0,1,0,0,0,-0.22096472956352545,-0.45656820248252544
1,1,1,0,112500.0,3,2.0,1.0,0,1,0,0,0,1.1290965900085528,2.2228550682064934
1,-1,-1,0,135000.0,1,2.0,0.2,0,1,0,0,0,-0.2669110943452943,-0.4433156626413081
1,1,1,0,225000.0,3,1.0,1.0,0,0,1,0,0,1.122192732087976,2.2228550682064934
-1,-1,1,0,103500.0,1,2.0,0.2,1,0,0,0,0,-1.1936945041661549,-0.4657594801143375
1,-1,1,2,225000.0,1,4.0,0.3076923076923077,0,1,0,0,0,0.19112416907503343,-0.4667987504800837
-1,-1,1,1,162000.0,1,3.0,1.0,0,1,0,0,0,-0.7861288227859049,-0.460135627000406
-1,-1,-1,0,112500.0,1,2.0,1.0,0,1,0,0,0,1.8780461423580077,2.2228550682064934
1,1,-1,0,252000.0,3,2.0,0.1,0,1,0,0,0,-0.17811319764270478,-0.4301810541891116
-1,-1,-1,0,157500.0,3,1.0,0.3076923076923077,0,0,1,0,0,-0.056700523867046174,-0.4660616792987034
1,1,1,0,202500.0,1,2.0,1.0,0,1,0,0,0,-0.26595883808038717,-0.461071707400759
-1,-1,1,0,126000.0,1,1.0,1.0,0,0,0,0,1,2.0025536489946143,2.2228550682064934
1,1,1,1,202500.0,1,3.0,0.6875,0,1,0,0,0,-1.3881928462734354,-0.4631649895558789
-1,1,1,0,360000.0,1,2.0,1.0,0,1,0,0,0,1.0562489857431576,-0.42924497378875864
-1,1,1,0,112500.0,1,2.0,0.3333333333333333,0,1,0,0,0,0.9393595292258079,2.2228550682064934
-1,-1,1,0,135000.0,1,1.0,1.0,0,0,0,1,0,1.0681521890544967,2.2228550682064934
